cid,drug_name,smiles,molecular_formula,molecular_weight
2144,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,C1=CC(=CC=C1C(=O)NCCOCCOCCN)S(=O)(=O)N,C13H21N3O5S,331.39
2145,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,C13H16N2O2,232.28
2146,Aminoguanidine,C(=NN)(N)N,CH6N4,74.09
2147,"1,2,3,4,9,9a-Hexahydrofluoren-4a-amine",C1CCC2(C(C1)CC3=CC=CC=C32)N,C13H17N,187.28
2148,p-Aminohippuric acid,C1=CC(=CC=C1C(=O)NCC(=O)O)N,C9H10N2O3,194.19
2149,4-Amino-3-hydroxybutanoic acid,C(C(CN)O)C(=O)O,C4H9NO3,119.12
2150,Aminomethylenecarbonylaminodi(ethyloxy)ethylaminocarbonylbenzenesulfonamide,C1=CC(=CC=C1C(=O)NCCOCCOCCNC(=O)CN)S(=O)(=O)N,C15H24N4O6S,388.4
2151,4-Aminoantipyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,C11H13N3O,203.24
2152,,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(N)O)O)O)NC(=NC2=O)N,C10H16N6O10P2,442.22
2153,Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,C7H8N4O2,180.16
2154,"N-(4-(((2,4-Diamino-6-pteridinyl)methyl)amino)benzoyl)glutamic acid",C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,C19H20N8O5,440.4
2155,2-Aminothiazole,C1=CSC(=N1)N,C3H4N2S,100.14
2156,"[2-[4-[(2-Butylbenzofuran-3-yl)carbonyl]-2,6-diiodophenoxy]ethyl]diethylaminium",CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[NH+](CC)CC)I,C25H30I2NO3+,646.3
2157,Amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,C25H29I2NO3,645.3
2158,"1-[6-[3-(Dimethylamino)propoxy]-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol",CC1(OC2C(C(OC2O1)C(CO)O)OCCCN(C)C)C,C14H27NO6,305.37
2159,Amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,C17H27N3O4S,369.5
2160,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C20H23N,277.4
2161,Amlexanox,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,C16H14N2O4,298.29
2162,Amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,C20H25ClN2O5,408.9
2163,"5-Ethyl-5-(3-methylbutyl)-2,6-dioxo-1,2,5,6-tetrahydropyrimidin-4-olate",CCC1(C(=O)NC(=O)N=C1[O-])CCC(C)C,C11H17N2O3-,225.26
2164,Amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,C11H18N2O3,226.27
2165,Amodiaquine,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,C20H22ClN3O,355.9
2166,5-(7-Chloroquinolin-4-ylamino)-2-diethylaminomethylphenol,CCN(CC)CC1=C(C=C(C=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,C20H22ClN3O,355.9
2167,4-[(1-amino-1-oxo-3-phenylpropan-2-yl)amino]-3-[[2-[[3-(1H-indol-3-yl)-2-(2-methylbutan-2-yloxycarbonylamino)propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-oxobutanoic acid,CCC(C)(C)OC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,C35H46N6O8S,710.8
2168,"2,6-Dimethyl-4-(2-methyl-3-(4-(2-methylbutan-2-yl)phenyl)propyl)morpholine",CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C,C21H35NO,317.5
2169,Amosulalol,CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N,C18H24N2O5S,380.5
2170,Amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C17H16ClN3O,313.8
2171,"6-(2-Amino(4-hydroxyphenyl)acetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,C16H19N3O5S,365.4
2172,3-(2-Hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo(3.2.0)heptane-2-carboxylic acid,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,C8H9NO5,199.16
2173,"6-{[Amino(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,C16H18N3O4S-,348.4
2174,"6-((2-Amino-2-phenylacetyl)amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,C16H19N3O4S,349.4
2175,"4-Thia-1-azabicyclo[3.2.0]heptane-2-carboxylicacid, 6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-,[[[(2S,5R)-3,3-dimethyl-4,4-dioxido-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-yl]carbonyl]oxy]methylester, (2S,5R,6R)-",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,C25H30N4O9S2,594.7
2176,Ampiroxicam,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3,C20H21N3O7S,447.5
2177,{3-[(4-Amino-benzenesulfonyl)-isobutyl-amino]-1-benzyl-2-hydroxy-propyl}-carbamic acid tetrahydro-furan-3-YL ester,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,C25H35N3O6S,505.6
2178,Amprolium ion,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C,C14H19N4+,243.33
2179,Amsacrine,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,C21H19N3O3S,393.5
2180,"2-Phenyl-2-(3,4,5-Trihydroxy-6-((3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl)Oxymethyl)Oxan-2-Yl)Oxyacetonitrile",C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,C20H27NO11,457.4
2181,(+-)-Anabasine,C1CCNC(C1)C2=CN=CC=C2,C10H14N2,162.23
2182,,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,C10H7Cl2N3O,256.08
2183,"N-(2-hydroxyethyl)octadeca-9,12-dienamide",CCCCCC=CCC=CCCCCCCCC(=O)NCCO,C20H37NO2,323.5
2184,Dihomo-gamma-Linolenoyl ethanolamide,CCCCCC=CCC=CCC=CCCCCCCC(=O)NCCO,C22H39NO2,349.5
2185,"N-(2-hydroxyethyl)icosa-5,8,11,14-tetraenamide",CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO,C22H37NO2,347.5
2186,"N-(2-hydroxyethyl)docosa-7,10,13,16-tetraenamide",CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)NCCO,C24H41NO2,375.6
2187,Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,C17H19N5,293.4
2188,4-Chloro-5-hydroxy-6-sulfonatooxyindole-1-sulfonate,C1=CN(C2=CC(=C(C(=C21)Cl)O)OS(=O)(=O)[O-])S(=O)(=O)[O-],C8H4ClNO8S2-2,341.7
2189,4-Chloro-5-hydroxy-6-sulfooxy-indole-1-sulfonic acid,C1=CN(C2=CC(=C(C(=C21)Cl)O)OS(=O)(=O)O)S(=O)(=O)O,C8H6ClNO8S2,343.7
2190,"4-Chloro-5,6-dihydroxyindole-1-sulfonate",C1=CN(C2=CC(=C(C(=C21)Cl)O)O)S(=O)(=O)[O-],C8H5ClNO5S-,262.65
2191,Ancorinolate C,C1=CN(C2=CC(=C(C(=C21)Cl)O)O)S(=O)(=O)O,C8H6ClNO5S,263.66
2192,"10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-dione",CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,C19H24O2,284.4
2193,Npc329007,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,C19H26O2,286.4
2194,"5-(4-methoxyphenyl)-3H-1,2-dithiole-3-thione",COC1=CC=C(C=C1)C2=CC(=S)SS2,C10H8OS3,240.4
2195,Anhydrodebromoaplysiatoxin,CC1C2CC3(C(CC(=C(O3)CC(=O)OC(CC(=O)O2)C(C)O)C)(C)C)OC1C(C)CCC(C4=CC(=CC=C4)O)OC,C32H46O9,574.7
2196,Aniracetam,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,C12H13NO3,219.24
2197,Anisindione,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,C16H12O3,252.26
2198,(6-Hydroxy-8-methyl-8-azabicyclo(3.2.1)octan-3-yl) 3-hydroxy-2-phenylpropanoate,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,C17H23NO4,305.4
2199,"D-xylo-Pentitol, 1,4,5-trideoxy-1,4-imino-5-(4-methoxyphenyl)-, 3-acetate",CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O,C14H19NO4,265.30
2200,Antazoline,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,C17H19N3,265.35
2201,9-Anthracenecarboxylic acid,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)O,C15H10O2,222.24
2202,Anthralin,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,C14H10O3,226.23
2203,"5-(3,4,5-Trimethoxyphenyl)-5A,8,8A,9-Tetrahydro-5H-(2)Benzofuro(5,6-F)(1,3)Benzodioxol-6-One",COC1=CC(=CC(=C1OC)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,C22H22O7,398.4
2204,CID 2204,CCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,C27H38N2O9,534.6
2205,Antipain (dihydrochloride),CC(C)C(C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC1=CC=CC=C1)C(=O)O,C27H44N10O6,604.7
2206,Antipyrine,CC1=CC(=O)N(N1C)C2=CC=CC=C2,C11H12N2O,188.23
2207,2-Amino-4-phosphonobutanoic acid,C(CP(=O)(O)O)C(C(=O)O)N,C4H10NO5P,183.10
2208,"[4-[2-acetamido-3-[[3-carbamoyl-2-(cyclohexylmethoxy)-6,7,8,9-tetrahydro-5H-benzo[7]annulen-5-yl]amino]-3-oxopropyl]-2-phosphonophenyl]phosphonic acid",CC(=O)NC(CC1=CC(=C(C=C1)P(=O)(O)O)P(=O)(O)O)C(=O)NC2CCCCC3=CC(=C(C=C23)C(=O)N)OCC4CCCCC4,C30H41N3O10P2,665.6
2209,S-(pyrrolidine-1-carbonothioyl)thiohydroxylamine,C1CCN(C1)C(=S)SN,C5H10N2S2,162.3
2210,"6,13-Bis(hydroxymethyl)-2,6-dimethyltetracyclo[10.3.1.01,10.02,7]hexadecane-5,13-diol",CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O,C20H34O4,338.5
2211,2-(2-Heptynylthio)-phenol acetate,CCCCC#CCSC1=CC=CC=C1OC(=O)C,C15H18O2S,262.4
2212,cyclo[DL-Aoda-DL-nTrp(OMe)-DL-xiIle-DL-Pip],CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)C3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,C33H47N5O6,609.8
2213,,C1=CC(=CC=C1C2=CC(=C3C(=CC(=O)C=C3O2)O)O)O,C15H10O5,270.24
2214,Acetovanillone,CC(=O)C1=CC(=C(C=C1)O)OC,C9H10O3,166.17
2215,(+-)-Apomorphine,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,C17H17NO2,267.32
2216,Apraclonidine,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,C9H10Cl2N4,245.11
2217,"5-Amino-2-[[7-amino-6-(4,6-diamino-2,3-dihydroxycyclohexyl)oxy-4-hydroxy-3-(methylamino)-2,3,4,4a,6,7,8,8a-octahydropyrano[3,2-b]pyran-2-yl]oxy]-6-(hydroxymethyl)-2-methyloxane-3,4-diol",CC1(C(C(C(C(O1)CO)N)O)O)OC2C(C(C3C(O2)CC(C(O3)OC4C(CC(C(C4O)O)N)N)N)O)NC,C22H43N5O11,553.6
2218,Aprindine,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,C22H30N2,322.5
2219,"2,3,4,5-Tetrahydroxypentyl dihydrogen phosphate",C(C(C(C(COP(=O)(O)O)O)O)O)O,C5H13O8P,232.13
2220,"Eicosa-5,8,11,14-tetraenamide",CCCCCC=CCC=CCC=CCC=CCCCC(=O)N,C20H33NO,303.5
2221,"Propan-2-yl Icosa-5,8,11,14-tetraenoate",CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(C)C,C23H38O2,346.5
2222,"(3-Hexadecoxy-2-icosa-5,8,11,14-tetraenoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate",CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,C44H82NO7P,768.1
2223,1-O-Hexadecyl-2-O-arachidonoyl-sn-glycero-3-phosphorylcholine,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,C44H83NO7P+,769.1
2224,"1,1,1-Trifluoro-2-heneicosa-6,9,12,15-tetraenone",CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,C21H31F3O,356.5
2225,Aranidipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C19H20N2O7,388.4
2226,1665RB; AHB-DKB; Arbecacin;HABA-DKB; HBK,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,C22H44N6O10,552.6
2227,Arcaine,C(CCN=C(N)N)CN=C(N)N,C6H16N6,172.23
2228,,C1=CC2=C3C4=C(NC(=C4C5=C6C=CC=CC6=NC5=C3N=C2C=C1)O)O,C20H11N3O2,325.3
2229,Arecaidine Propargyl Ester,CN1CCC=C(C1)C(=O)OCC#C,C10H13NO2,179.22
2230,Arecoline,CN1CCC=C(C1)C(=O)OC,C8H13NO2,155.19
2231,PKG Inhibitor,CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)N,C38H74N18O10,943.1
2232,"1-[5-Carbamimidamido-2-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonamido)pentanoyl]-4-methylpiperidine-2-carboxylic acid",CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,C23H36N6O5S,508.6
2233,"Diaminomethylidene-(4,5-diamino-5-oxopentyl)azanium",C(CC(C(=O)N)N)C[NH+]=C(N)N,C6H16N5O+,174.22
2234,2-Amino-5-(diaminomethylideneamino)pentanamide,C(CC(C(=O)N)N)CN=C(N)N,C6H15N5O,173.22
2235,"3-(6-Aminopurin-9-yl)-5-(hydroxymethyl)cyclopentane-1,2-diol",C1C(C(C(C1N2C=NC3=C(N=CN=C32)N)O)O)CO,C11H15N5O3,265.27
2236,Aristolochic Acid,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,C17H11NO7,341.27
2237,"6-Isopropenyl-4,4a-dimethyl-1,2,3,4,4a,5,6,7-octahydronaphthalene",CC1CCCC2=CCC(CC12C)C(=C)C,C15H24,204.35
2238,4-Imidazol-1-ylmethyl-1-nitro-xanthen-9-one,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3O2)CN4C=CN=C4)[N+](=O)[O-],C17H11N3O4,321.29
2239,Arotinolol,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,C15H21N3O2S3,371.5
2240,"octahydro-3,6,9-trimethyl-3,12-epoxy-12H-pyrano(4,3-j)-1,2-benzodioxepin-10(3H)-one",CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,C15H22O5,282.33
2241,"17-Ethyl-1,14-dihydroxy-12-[1-(4-hydroxy-3-methoxycyclohexyl)prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone",CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC)C)C,C43H69NO12,792.0
2242,Methyl alpha-aspartylphenylalaninate,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,C14H18N2O5,294.30
2243,"3-Amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4-oxobutanoic acid",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OC(=O)C(CC(=O)O)N)O)O)N,C14H19N6O10P,462.31
2244,Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,C9H8O4,180.16
2245,"6-[[2-[[2-Amino-4-(methylamino)-4-oxobutanoyl]amino]-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C,C21H27N5O7S,493.5
2246,"6-Hydroxy-3-[18-(4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl)-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one",CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,C40H52O4,596.8
2247,Astemizole,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,C28H31FN4O,458.6
2248,"2-amino-N-[4-amino-3-[3-amino-6-(1-aminoethyl)oxan-2-yl]oxy-2,5-dihydroxy-6-methoxycyclohexyl]-N-methylacetamide",CC(C1CCC(C(O1)OC2C(C(C(C(C2O)N(C)C(=O)CN)OC)O)N)N)N,C17H35N5O6,405.5
2249,Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,C14H22N2O3,266.34
2250,GlyTouCan:G43288VA,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,C33H35FN2O5,558.6
2251,"[[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,C10H13N5O13P3-3,504.16
2252,"2-Azaniumyl-3-(5-tert-butyl-3-oxo-1,2-oxazol-4-yl)propanoate",CC(C)(C)C1=C(C(=O)NO1)CC(C(=O)[O-])[NH3+],C10H16N2O4,228.24
2253,2-Amino-3-(3-hydroxy-5-tert-butylisoxazol-4-yl)propanoic acid,CC(C)(C)C1=C(C(=O)NO1)CC(C(=O)O)N,C10H16N2O4,228.24
2254,"[2-[(5-Carboxy-15-hydroxy-9-methyl-14-methylidene-7-tetracyclo[11.2.1.01,10.04,9]hexadecanyl)oxy]-6-(hydroxymethyl)-3-(3-methylbutanoyloxy)-5-sulfonatooxyoxan-4-yl] sulfate",CC(C)CC(=O)OC1C(C(C(OC1OC2CC(C3CCC45CC(CCC4C3(C2)C)C(=C)C5O)C(=O)O)CO)OS(=O)(=O)[O-])OS(=O)(=O)[O-],C30H44O16S2-2,724.8
2255,"15-Hydroxy-7-[6-(hydroxymethyl)-3-(3-methylbutanoyloxy)-4,5-disulfooxyoxan-2-yl]oxy-9-methyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",CC(C)CC(=O)OC1C(C(C(OC1OC2CC(C3CCC45CC(CCC4C3(C2)C)C(=C)C5O)C(=O)O)CO)OS(=O)(=O)O)OS(=O)(=O)O,C30H46O16S2,726.8
2256,Atrazine,CCNC1=NC(=NC(=N1)Cl)NC(C)C,C8H14ClN5,215.68
2257,"Amino 5-{[3-(aminooxycarbonyl)-4-hydroxyphenyl][3-(aminooxycarbonyl)-4-oxocycl ohexa-2,5-dienylidene]methyl}-2-hydroxybenzoate",C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O[NH3+])C3=CC(=C(C=C3)O)C(=O)O[NH3+])C(=O)O[NH3+])O,C22H20N3O9+3,470.4
2258,"Amino 5-[(3-aminooxycarbonyl-4-hydroxyphenyl)-(3-aminooxycarbonyl-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2-hydroxybenzoate",C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)ON)C3=CC(=C(C=C3)O)C(=O)ON)C(=O)ON)O,C22H17N3O9,467.4
2259,Aurintricarboxylic Acid,C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O)C3=CC(=C(C=C3)O)C(=O)O)C(=O)O)O,C22H14O9,422.3
2260,,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(N(C=CC2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O,C44H62N2O12,811.0
2261,"[7-Ethyl-4-hydroxy-3-[6-(4-methoxy-3-methyl-6-oxopyran-2-yl)hexa-1,3,5-trienyl]-1,5-dimethyl-2,6-dioxabicyclo[3.2.1]octan-8-yl] acetate",CCC1C2(C(C(O1)(C(C(O2)C=CC=CC=CC3=C(C(=CC(=O)O3)OC)C)O)C)OC(=O)C)C,C25H32O8,460.5
2262,Cerapp_23971,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,C48H72O14,873.1
2263,"Dimethyl 10-(acetyloxy)-3,5-dihydroxy-4-(6a-hydroxy-7a-methyl-3a,6a,7,7a-tetrahydro-2,7-methanofuro(2,3-b)oxireno(e)oxepin-1a(2H)-yl)-4-methyl-8-((2-methylbut-2-enoyl)oxy)octahydro-1H,7H-naphtho(1,8a-c:4,5-b'c')difuran-5,10a(8H)-dicarboxylate",CC=C(C)C(=O)OC1CC(C2(COC3C2C14COC(C4C(C3O)(C)C56C7CC(C5(O6)C)C8(C=COC8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,C35H44O16,720.7
2264,Azasetron,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,C17H20ClN3O3,349.8
2265,Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],C9H7N7O2S,277.27
2266,Azelaic Acid,C(CCCC(=O)O)CCCC(=O)O,C9H16O4,188.22
2267,Azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,C22H24ClN3O,381.9
2268,Azinphos-Methyl,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,C10H12N3O3PS2,317.3
2269,"11-[4-(Dimethylamino)-3-hydroxy-6-methyl-tetrahydropyran-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydropyran-2-yl)oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,C38H72N2O12,749.0
2270,"3,3-Dimethyl-7-oxo-6-{[{[(2-oxoimidazolidin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C,C20H22N5O6S-,460.5
2271,"3,3-Dimethyl-7-oxo-6-{[{[(2-oxoimidazolidin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,C20H23N5O6S,461.5
2272,Azobenzene,C1=CC=C(C=C1)N=NC2=CC=CC=C2,C12H10N2,182.22
2273,Azosemide,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,C12H11ClN6O2S2,370.8
2274,"2-[[1-(2-Amino-1,3-thiazol-4-yl)-2-[(2-methyl-4-oxo-1-sulfoazetidin-3-yl)amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid",CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,C13H17N5O8S2,435.4
2275,Gualenic Acid,CC1=C2C(=CC(=C2C=C(C=C1)C(C)C)C)S(=O)(=O)O,C15H18O3S,278.4
